soil_vwc,soil_temperature,temperature,rh,rain,wind_speed,doy,hour
22.0,12.33,0.37,95.5,0,0,25,7
21.0,10.0,6.9,94.0,0,0,25,8
21.0,10.0,8.1,88.5,0,0,25,9
21.0,10.0,14.27,52.83,0,0,25,10
21.0,9.33,14.93,42.83,0,2,25,11
21.0,9.0,15.65,40.0,0,1,25,12
21.0,9.0,15.55,44.75,0,3,25,13
21.0,9.0,14.45,52.25,0,3,25,14
21.0,10.5,13.75,57.75,0,2,25,15
21.0,10.5,13.3,58.25,0,2,25,16
21.5,11.0,11.25,65.0,0,1,25,17
21.0,11.0,7.75,81.5,0,0,25,18
21.5,12.0,6.7,84.5,0,0,25,19
21.0,11.33,4.8,88.17,0,0,25,20
21.5,12.5,3.65,89.75,0,0,25,21
21.33,12.0,3.17,92.17,0,0,25,22
21.33,13.33,2.2,93.0,0,0,25,23
22.0,13.0,1.5,94.0,0,0,26,0
22.0,14.0,1.3,94.0,0,0,26,1
22.0,12.67,1.27,94.67,0,0,26,2
22.0,13.0,1.2,95.0,0,0,26,3
22.0,12.33,1.47,95.33,0,0,26,4
22.0,12.5,1.2,95.5,0,0,26,5
21.5,12.0,0.95,95.5,0,0,26,6
22.0,11.67,1.2,95.83,0,0,26,7
21.5,12.5,6.2,95.75,0,0,26,8
21.0,11.0,9.6,95.0,0,0,26,9
21.0,9.5,16.6,66.5,0,0,26,10
20.5,9.0,15.2,58.25,0,0,26,11
21.0,9.33,14.27,63.17,0,2,26,12
21.0,9.0,16.5,56.0,0,1,26,13
21.0,9.67,15.3,58.0,0,2,26,14
21.0,10.5,14.2,60.75,0,2,26,15
21.0,11.0,13.43,66.0,0,2,26,16
21.0,10.5,11.3,74.25,0,1,26,17
21.0,11.5,7.35,85.25,0,0,26,18
21.0,11.0,5.2,90.75,0,0,26,19
21.5,12.5,4.8,92.5,0,0,26,20
21.5,13.0,3.4,93.25,0,0,26,21
21.67,13.33,2.3,94.0,0,0,26,22
21.67,13.0,1.47,94.33,0,0,26,23
21.0,13.5,0.9,94.5,0,0,27,0
22.0,14.0,0.9,95.0,0,0,27,1
22.0,12.0,0.1,95.0,0,0,27,3
